a 安 爱 阿 啊 按 案 暗 岸 奥 唉 碍 矮 哀 昂 傲 挨 袄 埃 呵 哎 澳 艾 氨 俺 癌 凹 鞍 懊 熬 隘
a1 阿 啊 呵 腌 吖 锕 錒
a2 嗄 呵 啊
a3 呵 啊
a4 呵 啊
a5 啊 阿
aba 阿爸
dieqiang 堞墙
dieqilai 叠起来
dier 地儿
dier 第二
dierai 第二唉
dierbian 第二遍
dierbu 第二部
dierbufen 第二部分
dierce 第二册
dierchanye 第二产业
dierci 第二次
dierciguoneigemingzhanzheng 第二次国内革命战争
diercishijiedazhan 第二次世界大战
dierciyapianzhanzheng 第二次鸦片战争
dierda 第二大
dierdai 第二代
dierfeng 第二封
dierge 第二个
diergewenti 第二个问题
dierju 第二局
dierketang 第二课堂
diershen 第二审
diershijie 第二世界
diershisiji 第二十四级
diertian 第二天
diertiao 第二条
dierxiang 第二项
dierxingzheng 第二性征
dierxinhaoxitong 第二信号系统
dierye 第二页
dieryuzhousudu 第二宇宙速度
dierzhang 第二张 第二章
dierzhiye 第二职业
dieshui 跌水
dieting 跌停
dietingban 跌停板
diexie 蹀躞
diexue 啑血
diexue 喋血
diexue 蹀血
dieyanjing 跌眼镜
dieyin 叠印
dieyong 蝶泳
dieyun 叠韵
diezi 碟子
diezu 跌足
difang 地方 敌方
difang 堤防
difang 提防
difangbing 地方病
difangguan 地方官
difangminzuzhuyi 地方民族主义
difangnage 地方那个
difangshi 地方时
difangshui 地方税
difangxi 地方戏
difangxingzhiwu 地方性植物
difangzhi 地方志
difangzhuyi 地方主义
difei 底肥
difei 的费
difencuosu 滴粉搓酥
difu 地府
difu 弟妇
difutianfan 地覆天翻
digang 抵港
digao 底稿
dige 低格
digener 地根儿
digeng 地埂
digong 地宫
digong 底工
digou 地沟
digu 低估
digu 低谷
digu 嘀咕
digu 骶骨
digua 地瓜
diguan 滴灌
diguangrenxi 地广人稀
digugengxin 涤故更新
digui 递归
diguo 帝国
dihe 地核
dihou 敌后
dihu 地虎
dihuan 低缓
dihuan 抵换
dihuan 抵还
dihuangniu 地黄牛
dihui 低回
dihui 低徊
dihui 诋毁
dihuo 底火
diji 低级
diji 地基
diji 地极
diji 地积
dijia 地价
dijia 底价
dijia 递加
dijian 低贱
dijian 递减
dijiang 递降
dijiao 地窖
dijiao 地脚
dijiao 缔交
dijiao 递交
dijiaoluosi 地脚螺丝
dijiaotianya 地角天涯
dijie 缔结
dijie 递解
dijiefenggong 砥节奉公
dijige 第几个
dijin 底襟
dijishenjinghuodong 低级神经活动
dijiutianchang 地久天长
dijun 帝君
dika 涤卡
dikaitongchou 敌忾同仇
dikangxing 抵抗性
dikong 低空
dikou 敌寇
dikuan 的款
dikuangrenxi 地旷人稀
dikuiyikong 堤溃蚁孔
dikuiyixue 堤溃蚁穴
dilai 抵赖
dilan 低栏
dilao 地牢
dilaotianhuang 地老天荒
dilei 地雷
dili 地力
dili 地栗
dili 地梨
dili 地理
dili 底里
dili 滴沥
dili 玓瓅
dilian 低廉
diliang 地量
dilidulu 嘀里嘟噜
dilidulu 滴里嘟噜
dilie 低劣
dilifengjie 砥砺风节
dilin 地邻
diling 低龄
dilirenhe 地利人和
diliu 提溜
diliuer 滴溜儿
diliuliu 滴溜溜
dilixue 地理学
dilong 地垄
dilou 地漏
dilun 涤纶
diluo 低落
dima 底码
dimai 地脉
diman 地幔
dimao 地貌
dimei 弟妹
dimeishunyan 低眉顺眼
dimeizheyao 低眉折腰
dimeng 缔盟
dimi 低迷
dimian 地面
dimian 觌面
dimianbu 涤棉布
diming 地名
diming 抵命
dimo 地膜
dimo 笛膜
dimu 地亩
dimu 嫡母
dineng 低能
dinenger 低能儿
ding 定 顶 丁 盯 订 钉 叮 鼎 锭 酊 町 頂 仃 啶 腚 铤 玎 訂 碇 釘 疔 耵 虰 饤 錠 奵 帄 甼 靪 㝪 㫀 㴿 㼗 嵿 檙 濎 薡 鐤 鼑 㝎 娗 忊 掟 椗 矴 碠 磸 萣 鋌 顁 飣
ding1 丁 盯 钉 叮 酊 町 仃 玎 釘 疔 耵 虰 奵 帄 甼 靪
ding3 顶 鼎 酊 頂 㝪 㫀 㴿 㼗 奵 嵿 檙 濎 薡 鐤 鼑
ding4 定 订 钉 锭 啶 腚 铤 訂 碇 釘 饤 錠 㝎 娗 忊 掟 椗 矴 碠 磸 萣 鋌 顁 飣
dingan 定案
dingba 丁坝
dingban 顶板
dingban 顶班
dingben 定本
dingbian 定编
dingbu 丁部
dingbu 顶部
dingcan 订餐
dingce 丁册
dingchangbai 定场白
dingchangliu 定常流
dingchangshi 定场诗
dingcheng 顶承
dingchengyushi 鼎铛玉石
dingchiba 钉齿耙
dingchui 钉锤
dingcunren 丁村人
dingdan 定单
dingdan 订单
dingdang 丁当
dingdang 定当
dingdang 玎珰
dingdanhao 订单号
dingdeng 顶灯
dingdian 定点
dingdian 顶点
dingdianer 丁点儿
dingding 定鼎
dingdingdaming 鼎鼎大名
dingdingdangdang 叮叮当当
dingdong 丁东
dingdong 丁冬
dingdu 定都
dingdu 疔毒
dingduan 顶端
dingduo 定夺
dinge 定额
dingfang 盯防
dingfeng 顶峰
dingfeng 顶风
dinggang 定岗
dinggang 顶岗
dinggang 顶杠
dinggang 顶缸
dinggao 定稿
dingge 定格
dingge 顶格
dingge 鼎革
dinggeng 定更
dinggongzaojing 丁公凿井
dinggou 定购
dinggou 订购
dinggu 顶骨
dingguagua 顶呱呱
dinggui 定规
dinghao 定好
dinghu 定户
dinghu 订户
dinghualun 定滑轮
dinghun 定婚
dinghun 订婚
dinghuo 定货
dinghuo 订货
dingji 酊剂
dingji 锭剂
dingji 顶级
dingjia 定价
dingjian 丁艰
dingjian 定见
dingjiao 订交
dingjin 定金
dingjin 订金
dingjing 定睛
dingju 定局
dingju 定居
dingjudian 定居点
dingjunmei 丁俊美
dingkejiating 丁克家庭
dingli 定例
dingli 定礼
dingli 订立
dingli 鼎力
dingliang 定量
dingliangfenxi 定量分析
dingliangzhu 顶梁柱
dinglimobai 顶礼膜拜
dingling 丁零
dingling 玎玲
dinglingdanglang 丁零当啷
dinglou 顶楼
dinglun 定论
dingluo 钉螺
dinglv 定律
dingmao 钉帽
dingmener 顶门儿
dingmiao 定苗
dingming 定名
dingming 顶命
dingning 丁宁
dingning 叮咛
dingning 耵聍
dingniuer 顶牛儿
dingpa 钉耙
dingpan 顶盘
dingpanxing 定盘星
dingpeng 顶棚
dingpiao 订票
dingping 定评
dingqi 定期 顶起
dingqian 定钱
dingqin 定亲
dingran 定然
dingshang 顶上 定上
dingshao 盯梢
dingshao 钉梢
dingshen 定神
dingshi 定式
dingshi 定时
dingshi 顶事
dingshiding 丁是丁，卯是卯
dingshiding 钉是钉，铆是铆
dingshiguanji 定时关机
dingshitu 顶视图
dingshizhadan 定时炸弹
dingshu 顶数
dingshuo 定说
dingsi 盯死
dingtianlidi 顶天立地
dingtou 顶头
dingtoushangsi 顶头上司
dingwei 定位
dingwen 叮问
dingxi 定息
dingxian 定弦
dingxiang 顶箱
dingxiangpeiyu 定向培育
dingxiangtianxian 定向天线
dingxiangyuan 丁香园
dingxie 钉鞋
dingxin 顶心
dingxing 定刑
dingxing 定型
dingxingegu 鼎新革故
dingxingfenxi 定性分析
dingxinwan 定心丸
dingyan 鼎言
dingyang 定洋
dingyao 叮咬
dingyi 定义
dingyimaoer 丁一卯二
dingying 定影
dingyingu 定音鼓
dingyiqueer 丁一确二
dingyong 顶用
dingyou 丁忧
dingyu 定语 定于
dingyuan 定员
dingyue 定阅
dingyue 订阅
dingyumuyan 鼎鱼幕燕
dingyuyizun 定于一尊
dingzhang 顶账
dingzhe 顶着 盯着
dingzhen 顶真
dingzhen 顶针
dingzheng 订正
dingzhi 定制
dingzhi 定址
dingzhi 定植
dingzhi 鼎峙
dingzhixing 定制性
dingzhiyikuan 定制一款
dingzhu 叮嘱
dingzhu 顶住 盯住
dingzhu 顶珠
dingzhuang 顶撞
dingzhun 定准
dingzi 定子
dingzi 钉子
dingzi 锭子
dingzi 顶子
dingzichi 丁字尺
dingzigang 丁字钢
dingzihu 钉子户
dingzijie 丁字街
dingziyou 锭子油
dingzuersan 鼎足而三
dingzui 定罪
dingzui 顶嘴
dingzui 顶罪
dingzuitieshe 钉嘴铁舌
dingzusanfen 鼎足三分
dingzuzhishi 鼎足之势
dinie 地菍
dipai 嫡派
dipai 底牌
dipan 地盘
dipan 底盘
dipi 地痞
dipian 底片
dipin 低频
diping 低平
dipingtiancheng 地平天成
dipingxian 地平线
dipu 地铺
diqi 地契
diqi 底气
diqiao 地壳
diqige 第七个
diqin 地勤
diqin 嫡亲
diqing 底情
diqing 敌情
diqiu 地球
diqiu 敌酋
diqiucun 地球村
diqiuren 地球人
diqiuyi 地球仪
diqu 地区
diquan 地权
dique 的确
diqueliang 的确良
diqueshi 的确是
dire 低热
dire 地热
diren 敌人
direnjie 狄仁杰
direnyideng 低人一等
disan 第三
disanban 第三版
disanbu 第三部
disanbufen 第三部分
disanchanye 第三产业
disanciguoneigemingzhanzheng 第三次国内革命战争
disanfang 第三方
disanfangfa 第三方法
disanfangjianli 第三方监理
disanfangkakaluo 第三方卡卡罗
disange 第三个
disanhang 第三行
disanju 第三局
disanjunyi 第三军医
disankuan 第三款
disanlun 第三轮
disanlunkaifa 第三轮开发
disanping 第三屏 第三瓶
disanren 第三人
disanshijiekexueyuanyuanshi 第三世界科学院院士
disantiao 第三条
disanxiasi 低三下四
disanyuzhousudu 第三宇宙速度
disanzhe 第三者
disanzhi 第三只
disanzhong 第三种
disanzhuangtai 第三状态
dise 底色
disha 地煞
dishang 地上
dishang 底墒
dishangjing 地上茎
dishangtianguan 地上天官
dishao 低烧
disheng 递升
dishengxiaqi 低声下气
dishi 地势
dishi 抵事
dishi 敌视
dishi 的士
dishi 第十
dishi 谛视
dishou 敌手
dishouxiaxin 低首下心
dishu 底数
dishui 地税
dishui 滴水
dishuibulou 滴水不漏
dishuichengbing 滴水成冰
dishuichuanshi 滴水穿石
dishuiwa 滴水瓦
disi 第四
disibu 第四部
disiji 第四季
disike 迪斯科
disikeliaofa 迪斯科疗法
disimansheng 抵死谩生
disiyuzhousudu 第四宇宙速度
disong 递送
disu 低俗
ditai 敌台
ditan 地摊
ditan 地毯
ditan 敌探
ditang 低糖
ditang 嫡堂
ditang 棣棠
dite 敌特
ditie 地铁
diting 谛听
ditou 低头
ditu 地图
ditu 底土
ditushijian 地图时间
diu 丢 丟 乣 銩 铥
diu1 丢 丟 乣 銩 铥
diuchou 丢丑
diudiao 丢掉
diufen 丢份
diuguan 丢官
diukuixiejia 丢盔卸甲
diulan 丢烂
diulian 丢脸
diumianzi 丢面子
diuqi 丢弃
diuque 丢却
diuren 丢人
diusanlasi 丢三落四
diushi 丢失
diushiyiding 丢失一定
diushou 丢手
diuxiapaernongsaozhou 丢下耙儿弄扫帚
diuyanse 丢眼色
diuzubaoju 丢卒保车
diwa 低洼
diwang 帝王
diwei 低微
diwei 地位
diwei 堤围
diwei 敌伪
diwen 低温
diwen 地温
diwomaodun 敌我矛盾
diwu 地物
diwu 抵牾
diwuci 第五次
diwucifanweijiao 第五次反围剿
diwuji 第五季
diwuzongdui 第五纵队
dixi 嫡系
dixi 底细
dixia 低下 地下 底下
dixia 地峡
dixiadanghui 涤瑕荡秽
dixiadaoxi 抵瑕蹈隙
dixiajing 地下茎
dixian 地线
dixian 底线
dixiao 抵消
dixiaren 底下人
dixiashi 地下室
dixiashui 地下水
dixiatiedao 地下铁道
dixin 底薪
dixingliming 砥行立名
dixingmoming 砥行磨名
dixingtu 地形图
dixinshuo 地心说
dixinyinli 地心引力
dixiong 低胸
dixiong 弟兄
dixue 地学
diya 低压 抵押
diyacao 低压槽
diyan 堤堰
diyan 敌焰
diyangchufan 羝羊触藩
diyao 低腰
diyi 地衣
diyi 敌意
diyi 第一
diyiban 第一版
diyibashou 第一把手
diyibu 第一部 第一步
diyichanye 第一产业
diyici 第一次
diyiciguoneigemingzhanzheng 第一次国内革命战争
diyicishijiedazhan 第一次世界大战
diyiciyapianzhanzheng 第一次鸦片战争
diyida 第一大
diyidameiti 第一大媒体
diyidian 第一点
diyidier 第一第二
diyiduan 第一段
diyifanying 第一反应
diyifen 第一份
diyifuren 第一夫人
diyiganjue 第一感觉
diyige 第一个
diyigefanying 第一个反映
diyihang 第一行
diyiji 第一季
diyijiang 第一讲
diyijie 第一届
diyijuhua 第一句话
diyikuai 第一块
diyilun 第一轮
diyiming 第一名
diyintiqin 低音提琴
diyinzi 地窨子
diyipai 第一排
diyipi 第一批
diyiqi 第一期
diyishen 第一审
diyishijian 第一时间
diyishijiao 第一视角
diyishijie 第一世界
diyishou 第一手
diyitian 第一天
diyitiao 第一条
diyitie 第一帖
diyiwei 第一位
diyixinhaoxitong 第一信号系统
diyiye 第一页
diyiyinxiang 第一印象
diyiyuzhousudu 第一宇宙速度
diyizhang 第一张 第一章
diyizhong 第一种
diyu 低于 地域 抵御
diyu 低语
diyuan 地缘
diyubianxiang 地狱变相
diyue 缔约
diyueguo 缔约国
diyun 低云
diyun 底蕴
diyuxing 地域性
dizao 缔造
dizeng 递增
dizhai 抵债
dizhai 邸宅
dizhang 抵账
dizhangertan 抵掌而谈
dizhen 地震
dizhen 敌阵
dizhenbo 地震波
dizheng 地政
dizheng 的证
dizhenliedu 地震烈度
dizhenzhenji 地震震级
dizhi 地址 抵制 地质
dizhi 地支
dizhi 帝制
dizhi 底止
dizhibo 地址薄
dizhilan 地址栏
dizhiniandai 地质年代
dizhixue 地质学
dizhonghai 地中海
dizhou 地轴
dizhu 抵住
dizhuan 地砖
dizhuzhiyi 地主之谊
dizhuzhongliu 砥柱中流
dizi 嫡子
dizi 底子
dizi 笛子
dizu 地租
dizui 抵罪
dizuo 底座
dong 动 东 懂 洞 冬 董 冻 咚 栋 動 東 侗 恫 胴 峒 鸫 棟 凍 氡 硐 涷 鼕 岽 胨 倲 埬 娻 崠 崬 昸 氭 炵 笗 苳 菄 蝀 鯟 鶇 㖦 㨂 䂢 䵔 墥 嬞 箽 諌 㑈 㓊 㗢 㜱 㢥 㼯 䅍 䍶 䞒 働 垌 峝 戙 挏 腖 霘 駧
dong1 东 冬 咚 東 鸫 氡 涷 鼕 岽 倲 埬 娻 崠 崬 昸 氭 炵 笗 苳 菄 蝀 鯟 鶇
dong3 懂 董 㖦 㨂 䂢 䵔 墥 嬞 箽 諌
dong4 动 洞 冻 栋 動 侗 恫 胴 峒 棟 凍 硐 胨 㑈 㓊 㗢 㜱 㢥 㼯 䅍 䍶 䞒 働 垌 峝 戙 挏 腖 霘 駧
dongbanqiu 东半球
dongbei 东北
dongbeidaxue 东北大学
dongbeie 东北额
dongbeilao 东北老
dongbeiren 东北人
dongbi 动笔
dongbian 东边
dongbing 动兵
dongbu 东部
dongbudong 动不动 懂不懂
dongbudongoni 懂不懂哦你
dongbula 东不拉
dongbula 冬不拉
dongcai 冬菜
dongchan 动产
dongchangzhi 东昌纸
dongchaqijian 洞察其奸
dongchaqiuhao 洞察秋毫
dongchayiqie 洞察一切
dongche 洞彻
dongchongxiacao 冬虫夏草
dongchuang 冻疮
dongchuangshifa 东窗事发
dongci 动词
dongda 洞达
dongdang 动荡
dongdaoguo 东道国
dongdaoxiwai 东倒西歪
dongdaozhu 东道主
dongde 懂得
dongdian 东佃
dongdian 懂点
dongdong 东东 动动 咚咚
dongdoufu 冻豆腐
dongfang 东方 洞房
dongfanghuazhu 洞房花烛
dongfangsa 东方撒
dongfei 东非
dongfengchuimaer 东风吹马耳
dongfenghuayu 东风化雨
dongfengyadaoxifeng 东风压倒西风
dongfu 洞府
dongfuxidao 东扶西倒
donggandidai 动感地带
dongganhuo 动肝火
donggeng 冬耕
donggong 东宫
donggong 动工
donggu 冬菇
donggua 冬瓜
dongguan 冬灌
dongguo 动过
dongguoxiansheng 东郭先生
donghai 冻害
donghaiyangchen 东海扬尘
donghanbaobing 冬寒抱冰，夏热握火
donghancai 东汉才
donghang 懂行
donghe 恫吓
donghongxiansheng 冬烘先生
donghouniao 冬候鸟
donghu 东胡
donghua 动画
donghualun 动滑轮
donghuan 动换
donghuapian 动画片
donghuapianer 动画片儿
donghuo 动火
dongji 动机
dongjia 东家
dongjiannanjin 东箭南金
dongjianzhengjie 洞见症结
dongjie 冬节
dongjie 冻结
dongjin 东晋
dongjiner 动劲儿
dongjing 东经
dongjing 动静
dongjingdaxue 东京大学
dongjiu 董酒
dongju 侗剧
dongkai 洞开
donglaoxiyan 东劳西燕
donglaxiche 东拉西扯
dongli 动力
dongliang 动量
dongliangzhicai 栋梁之材
dongliji 动力机
dongling 冬令
donglinxizhao 东鳞西爪
dongliuqu 东流去
donglu 东路
dongluan 动乱
donglun 动轮
dongmai 动脉
dongmaigong 动脉弓
dongmaiyinghua 动脉硬化
dongmaizhouyangyinghua 动脉粥样硬化
dongmen 东门
dongmian 东面
dongmian 冬眠
dongmoca 动摩擦
dongnandaxue 东南大学
dongnanya 东南亚
dongnei 冻馁
dongneng 动能
dongnengwuqi 动能武器
dongnu 动怒
dongnuxiyuan 东怒西怨
dongou 东欧
dongpaoxidian 东跑西颠
dongpo 东坡
dongpojingxin 动魄惊心
dongqi 动气
dongqian 动迁
dongqiang 东墙
dongqing 冬青
dongqing 动情
dongqiuxiage 冬裘夏葛
dongran 东冉
dongrenxinpo 动人心魄
dongrenxinxian 动人心弦
dongrikeai 冬日可爱
dongrixiayun 冬日夏云
dongrong 动容
dongruoguanhuo 洞若观火
dongrutuotu 动如脱兔
dongsansheng 东三省
dongshang 冻伤
dongshanxialu 冬扇夏炉
dongshanzaiqi 东山再起
dongshen 动身
dongshi 董事
dongshihui 董事会
dongshixiaopin 东施效颦
dongshixisu 东食西宿
dongshou 动手
dongshounengli 动手能力
dongsun 冬笋
dongtai 动态
dongtan 动弹
dongti 胴体
dongtian 冬天
dongtianfudi 洞天福地
dongting 动听
dongtuximo 东涂西抹
dongwei 东魏
dongwen 冬瘟
dongwen 动问
dongwenxiaqing 冬温夏清
dongwu 动武
dongwu 动物
dongwubaohuzhe 动物保护者
dongwushijie 动物世界
dongwusuo 动物所
dongwuxianwei 动物纤维
dongwuxue 动物学
dongwuyanjiusuo 动物研究所
dongwuyou 动物油
dongwuyuan 动物园
dongwuzhuangyuan 动物庄园
dongxi 东…西…
dongxi 东西
dongxi 洞悉
dongxian 冬闲
dongxiang 动向
dongxiangzu 东乡族
dongxiao 动销
dongxiao 洞晓
dongxiao 洞箫
dongxiaomai 冬小麦
dongxin 动心
dongxinanbei 东西南北
dongxing 动刑
dongxinrenxing 动心忍性
dongxue 冬学
dongxue 洞穴
dongxun 冬训
dongya 东亚
dongyang 东洋
dongyanshenjing 动眼神经
dongyao 动摇
dongyaoxibai 东摇西摆
dongyi 冬衣
dongyi 动议
dongyin 动因
dongying 东瀛
dongyixuhe 恫疑虚喝
dongyong 冬泳
dongyong 动用
dongyu 冻雨
dongyue 冬月
dongyun 冬运
dongzhangxiwang 东张西望
dongzhe 冬蛰
dongzhe 冻着
dongzhecuibeng 栋折榱崩
dongzhedejiu 动辄得咎
dongzhengjiao 东正教
dongzhi 冬至
dongzhidian 冬至点
dongzhixian 冬至线
dongzhou 东周
dongzhu 冻瘃
dongzhuang 冬装
dongzhuqijian 洞烛其奸
dongzi 洞子
dongzihuo 洞子货
dongzouxigu 东走西顾
dongzu 侗族
dongzui 动嘴
dongzuo 动作
dongzuopian 动作片
dou 都 斗 抖 豆 逗 兜 陡 窦 讀 蚪 痘 鬥 篼 唗 竇 饾 吺 蔸 兠 橷 郖 都 㞳 㪷 䕱 唞 敨 枓 枡 闘 阧 鬦 鬪 鬭 㛒 㢄 㷆 䄈 䇺 䕆 䛠 䬦 斣 梪 毭 浢 脰 荳 読 读 鋀 閗 餖 鬬
dou1 都 兜 篼 吺 蔸 兠 橷 郖 都
dou3 斗 抖 陡 蚪 鬥 唗 㞳 㪷 䕱 唞 敨 枓 枡 闘 阧 鬦 鬪 鬭
dou4 斗 豆 逗 窦 讀 痘 鬥 竇 饾 㛒 㢄 㷆 䄈 䇺 䕆 䕱 䛠 䬦 斣 梪 毭 浢 脰 荳 読 读 鋀 閗 闘 餖 鬦 鬪 鬬 鬭
douai 都爱
douban 饾版
doubanerjiang 豆瓣儿酱
doubao 豆包
doubi 斗笔
doubi 都比
doubi 陡壁
doubian 陡变
doubing 豆饼
doubushi 都不是
douchan 抖颤
douchao 兜抄
douche 斗车
douchi 豆豉
douchongyuming 豆重榆瞑
douchuang 痘疮
doudan 斗胆
doude 都得
doudi 兜底
doudian 逗点
douding 饾饤
doudizhu 斗地主
doudong 抖动
doudou 豆豆 逗逗 痘痘 兜兜 都都
doudoudou 抖抖抖
doudoukuer 兜兜裤儿
doudoutekuai 豆豆特快
doudu 兜肚
douerzhuzhui 斗而铸锥
doufa 斗法
doufa 都发
doufan 兜翻
doufangmingshi 斗方名士
doufeng 兜风
doufu 豆腐
doufufan 豆腐饭
doufugan 豆腐干
doufukuai 豆腐块
doufunaoer 豆腐脑儿
doufupi 豆腐皮
doufuru 豆腐乳
doufuzha 豆腐渣
doufuzhagongcheng 豆腐渣工程
dougei 都给
dougen 逗哏
dougong 斗拱
dougong 枓拱
dougong 枓栱
douhai 都还
douhao 逗号
douhao ，
douhen 都很
douhua 豆花
douhuaer 豆花儿
douhui 都会
douji 斗箕
doujia 豆荚
doujiang 豆浆
doujiangji 豆浆机
doujiaoer 豆角儿
doujie 豆秸
doujiubaipian 斗酒百篇
doujiuzhiji 斗酒只鸡
doujiyan 斗鸡眼
doujizougou 斗鸡走狗
doujun 陡峻
doukai 抖开
douke 豆客
doukeyi 都可以
doukouchi 斗口齿
doukounianhua 豆蔻年华
doukuai 都快
doulai 都来
doulan 兜揽
douleer 逗乐儿
douli 兜里
douli 斗笠
douli 陡立
douliu 逗留
douliu 逗遛
doulou 抖搂
doulv 豆绿
doumeiyou 都没有
doumen 斗门
doumenzi 逗闷子
doumiao 痘苗
doumou 兜鍪
dounai 豆奶
douneng 都能
dounengfa 都能发
douni 逗你
dounong 逗弄
douou 斗殴
doupai 斗牌
doupeng 斗篷
doupo 陡坡
doupouguafen 豆剖瓜分
douqi 斗气
douqi 豆萁
douqiao 陡峭
douqing 豆青
douqu 斗渠
douqu 都去
douquanzi 兜圈子
douquer 逗趣儿
douran 陡然
dourang 都让
dourong 豆蓉
douru 豆乳
dousha 豆沙
doushang 都上
doushaozhiqi 斗筲之器
doushengzhishui 斗升之水
doushi 斗士
doushi 斗室
doushi 都是 都市
doushinidecuo 都是你的错
doushiyeguiren 都是夜归人
doushizai 都是在
doushou 兜售
doushu 豆薯
doushuo 都说
dousoujingshen 抖擞精神
dousuchibu 斗粟尺布
dousuini 都随你
douta 逗她
doutougailian 兜头盖脸
douwo 逗我
douxi 都系
douxiang 都想
douxiao 兜销
douxiaoer 逗笑儿
douxing 窦性
douxinyaner 斗心眼儿
douxuyao 都需要
douya 豆芽 豆呀
douyacai 豆芽菜
douyaer 豆芽儿
douyan 斗眼
douyansi 斗烟丝
douyao 都要
douyin 逗引
douyiyang 都一样
douyong 都用
douyou 豆油
douyou 都有
douzai 都在
douzha 豆渣
douzheng 斗争
douzhi 斗志
douzhi 斗智
douzhi 豆汁
douzhiangyang 斗志昂扬
douzhidao 都知道
douzhu 豆猪
douzhuanshenheng 斗转参横
douzhuanxingyi 斗转星移
douzi 兜子
douzi 斗子
douzi 篼子
douzi 豆子
douzui 兜嘴
douzui 斗嘴
douzuier 豆嘴儿
du °
du 度 读 独 毒 都 督 渡 杜 肚 赌 堵 嘟 妒 睹 笃 渎 獨 讀 镀 犊 橐 頓 牍 纛 黩 蠹 賭 髑 椟 篤 瀆 闍 覩 妬 厾 醏 阇 都 㱩 㸿 㹍 㾄 䓯 䙱 䢱 䪅 䫳 䮷 儥 凟 匵 嬻 櫝 殰 涜 牘 犢 瓄 皾 蝳 読 讟 豄 贕 鑟 韇 韥 騳 黷 䀾 䈞 䐗 帾 暏 琽 裻 錖 㓃 䄍 䅊 䟻 䲧 喥 斁 槖 殬 秺 簵 芏 荰 螙 蠧 鍍 靯
du1 都 督 嘟 闍 厾 醏 阇 都
du2 读 独 毒 渎 獨 讀 犊 頓 牍 纛 黩 髑 椟 瀆 㱩 㸿 㹍 㾄 䓯 䙱 䢱 䪅 䫳 䮷 儥 凟 匵 嬻 櫝 殰 涜 牘 犢 瓄 皾 蝳 読 讟 豄 贕 鑟 韇 韥 騳 黷
du3 赌 堵 肚 睹 笃 賭 篤 覩 䀾 䈞 䐗 厾 帾 暏 琽 裻 錖
du4 度 渡 杜 肚 妒 镀 橐 蠹 妬 㓃 䄍 䅊 䟻 䲧 喥 斁 槖 殬 秺 簵 芏 荰 螙 蠧 鍍 靯
duai 笃爱
duan 断 段 端 短 缎 锻 斷 椴 煅 緞 鍛 偳 剬 媏 篅 耑 褍 鍴 㫁 㱭 䠪 塅 毈 瑖 碫 簖 籪 腶 葮 躖
duan 毒案
duan1 端 偳 剬 媏 篅 耑 褍 鍴
duan3 短
duan4 断 段 缎 锻 斷 椴 煅 緞 鍛 㫁 㱭 䠪 塅 毈 瑖 碫 簖 籪 腶 葮 躖
duanan 断垵
duanan 断案
duanbeishan 断背山
duanbiancanjian 断编残简
duanbingxiangjie 短兵相接
duanbo 短波
duanbuliao 短不了
duanceng 断层
duanchang 断肠
duancheng 短秤
duancheng 短程
duanchu 短处
duanchui 断炊
duanchui 锻锤
duancu 短促
duanda 短打
duandai 断代
duandaishi 断代史
duandang 断档
duandi 短笛
duandi 端的
duandian 短点 断电
duandianxuchuan 断点续传
duandiao 断掉
duanding 断定
duanduanxuxu 断断续续
duandun 断顿
duanfang 端方
duanfawenshen 断发文身
duangen 断根
duangengpiaopeng 断梗飘蓬
duangong 短工
duangong 锻工
duangu 短骨
duanhao 短号
duanhe 断喝
duanhechuanjie 短褐穿结
duanhexufu 断鹤续凫
duanhou 断后
duanhu 断乎
duanjian 短见
